SKU,Equipment Category,Part Group,Part Name,Base Price,Sell Price,Tax Code,Active,Competitor Site,Competitor Item,Competitor Price (AUD),Notes
,Pole Pruner,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Pole Pruner,Engine / Sundry Parts,Starter Assembly,62.5,75.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Pole Pruner,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Logistics / Service,Disposal,7.5,9.0,,Yes,,,,
,Pole Pruner,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Parts,Carburettor Throttle Valve,32.5,39.0,,Yes,,,,
,Pole Pruner,Parts,Clean Air Filter,8.33,10.0,,Yes,,,,
,Pole Pruner,Parts,New Speed Head (Big),57.5,69.0,,Yes,,,,
,Pole Pruner,Parts,New Speed Head (Small),49.17,59.0,,Yes,,,,
,Pole Pruner,Parts,Starter Pulley,29.17,35.0,,Yes,,,,
,Pole Pruner,Parts,Starter Spring,24.17,29.0,,Yes,,,,
,Pole Pruner,Parts,Starter repair (incl. cord),37.5,45.0,,Yes,,,,
,Pole Pruner,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Pole Pruner,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pole Pruner,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Air Filter,26.67,32.0,,Yes,,,,
,Pressure Washer,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,
,Pressure Washer,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Primer,15.83,19.0,,Yes,,,,
,Pressure Washer,Carburettor,Throttle Cable,40.83,49.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,
,Pressure Washer,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Pressure Washer,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Logistics / Service,Disposal,10.0,12.0,,Yes,,,,
,Pressure Washer,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Parts,Test the Pump,37.5,45.0,,Yes,,,,
,Pressure Washer,Pump Parts,Check Valve,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,Hose Tail & Clamps,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,Impeller / Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,Inlet Filter / Strainer,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,O-Ring Set,7.5,9.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,Pump Oil,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,Seal Kit,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Pump Parts,Unloader / Pressure Regulator,65.83,79.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Pressure Washer,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Pressure Washer,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Air Filter,40.83,49.0,,Yes,,,,
,Ride-On,Carburettor,Carburettor Gasket Kit,57.5,69.0,,Yes,,,,
,Ride-On,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Carburettor,Fuel Filter,10.0,12.0,,Yes,bwmachinery.com.au,Briggs & Stratton Fuel Filter 298090S (gravity),10.0,Sell = Base × 1.2 (competitor verified)
,Ride-On,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Primer,15.83,19.0,,Yes,,,,
,Ride-On,Carburettor,Throttle Cable,49.17,59.0,,Yes,,,,
,Ride-On,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Carburettor Assembly (New),187.5,225.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Ride-On,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Oil Change,15.83,19.0,,Yes,,,,
,Ride-On,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Ride-On,Engine / Sundry Parts,Starter Assembly,120.83,145.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Ride-On,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Logistics / Service,Disposal,20.83,25.0,,Yes,,,,
,Ride-On,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Parts,Blade (Set),35.0,42.0,,Yes,,,,
,Ride-On,Parts,Blade Sharpen,45.83,55.0,,Yes,,,,
,Ride-On,Parts,Fuse,12.5,15.0,,Yes,,,,
,Ride-On,Parts,Oil Filter,37.5,45.0,,Yes,,,,
,Ride-On,Parts,Transmission Belt,51.67,62.0,,Yes,,,,
,Ride-On,Ride-On Common,Battery (U1/U1R),87.5,105.0,,Yes,,,,
,Ride-On,Ride-On Common,Blade Bolt & Washer Set,35.0,42.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Blade Carrier / Boss,35.0,42.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Blades (Set),20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Charging Regulator / Rectifier,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Deck Belt,57.5,69.0,,Yes,,,,
,Ride-On,Ride-On Common,Deck Chute / Deflector,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Deck Engagement Cable,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Deck Lift Linkage Kit,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Deck Wheels / Anti-Scalp Wheels,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Drive Axle Key / Woodruff Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Front Tyre,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Fuel Cap (Ride-On),20.83,25.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Fuel Line Kit (Ride-On),15.83,19.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Fuel Pump,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Fuses (Set),20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Hood / Bonnet Latch,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Hydro Filter (Hydrostatic models),20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Hydro Oil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Idler Pulley (Deck),32.5,39.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Idler Pulley (Drive),32.5,39.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Ignition Switch,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Muffler / Exhaust,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,PTO Clutch (Electric),249.17,299.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,PTO Switch,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Pedal Return Spring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Rear Tyre,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Seat Safety Switch,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Spindle / Mandrel Assembly,107.5,129.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Spindle Bearings,107.5,129.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Spindle Shaft,107.5,129.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Starter Motor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Starter Solenoid,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Steering Sector Gear,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Tie Rod / Ball Joint,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Transmission / Drive Belt,49.17,59.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Ride-On Common,Tube (Front/Rear),20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Ride-On Common,Valve Stem,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Ride-On,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Ride-On,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Parts,Labour (per hour),81.67,98.0,,Yes,,,,
,Robotic Mower,Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Robotic Mower,Robotic Mower Common,Blades (Pack) & Screws,12.5,15.0,,Yes,,,,
,Robotic Mower,Robotic Mower Common,Boundary Wire,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Charging Station Contacts,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Drive Wheel,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Front Wheel / Caster,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Fuse Set,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Robotic Mower,Robotic Mower Common,Pegs / Staples,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Power Supply,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Protective Cover,20.83,25.0,,Yes,,,,nan | Fallback $25
,Robotic Mower,Robotic Mower Common,Splice Connectors,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Air Filter,37.5,45.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Carburettor,Carburettor Gasket Kit,57.5,69.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Primer,15.83,19.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Carburettor,Throttle Cable,49.17,59.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Chassis,Axles,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Blade Carrier,35.0,42.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Chassis,Blades & Bolt,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Bush,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Clip,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,G Bar,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Height Adjustment,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Oil Pump,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Sharpen,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Chassis,Wheels,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Oil Change,15.83,19.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Logistics / Service,Disposal,20.83,25.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Parts,Blade (Set),35.0,42.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Parts,Blade Sharpen,79.17,95.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Parts,Deck Belt,57.5,69.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Parts,Oil Filter,37.5,45.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Parts,Transmission Belt,51.67,62.0,,Yes,,,,
,Scarifier / Dethatcher / Aerator,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Scarifier / Dethatcher / Aerator,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Scarifier / Dethatcher / Aerator,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Air Filter,20.0,24.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Primer,18.33,22.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Throttle Cable,40.83,49.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Sprayer,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Logistics / Service,Disposal,10.0,12.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Parts,Labour (per hour),65.83,79.0,,Yes,,,,
,Sprayer,Pump Parts,Check Valve,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,Hose Tail & Clamps,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,Impeller / Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,Inlet Filter / Strainer,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,O-Ring Set,7.5,9.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,Pump Oil,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,Seal Kit,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Pump Parts,Unloader / Pressure Regulator,65.83,79.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Sprayer,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Sprayer,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Air Filter,26.67,32.0,,Yes,,,,
,Tiller / Cultivator,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
